Activity_ID,ActivityNumber,ActivityName,SeasonName,ChildSeasonName,Type,CategoryName,OtherCategoryName,RiskCategoryName,EnrollMin,EnrollMax,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,AgesMin,AgesMinMonth,AgesMinWeek,AgesMax,AgesMaxMonth,AgesMaxWeek,GradeMin,GradeMax,WeekDays,PrimaryInstructorName,NumberOfHours,NumberOfDates,ActivityLocation,FeeDescription,AccountName,KeyFeesTotal,OtherFeesTotal,FeeSummary,Description,PublicURL
66082,71901,Girls Basketball - Miller (10 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,24,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,10,0,0,11,0,0,,,M,,17.5,14,Miller CC Gym at Miller Community Center,Activity Fee,MIL Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66082
66189,72008,Girls Basketball - Miller (11 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,24,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,11,0,0,12,0,0,,,M,,17.5,14,Miller CC Gym at Miller Community Center,Activity Fee,MIL Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66189
66194,72013,Girls Basketball - Miller (12 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,12,0,0,13,0,0,,,M,,17.5,14,Miller CC Gym at Miller Community Center,Activity Fee,MIL Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66194
66190,72009,Girls Basketball - Miller (13 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,13,0,0,14,0,0,,,M,,17.5,14,Miller CC Gym at Miller Community Center,Activity Fee,MIL Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66190
66191,72010,Girls Basketball - Miller (14-17 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,14,0,0,18,0,0,,,M,,17.5,14,Miller CC Gym at Miller Community Center,Activity Fee,MIL Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66191
66084,71903,Girls Basketball - Montlake (10 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,36,19,12/2/2024,3/17/2025,12:30 AM,1:45 AM,10,0,0,11,0,0,,,M,,17.5,14,Montlake CC Gym at Montlake Community Center,Activity Fee,MON Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66084
66208,72027,Girls Basketball - Montlake (11 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,36,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,11,0,0,12,0,0,,,M,,17.5,14,Montlake CC Gym at Montlake Community Center,Activity Fee,MON Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66208
66213,72032,Girls Basketball - Montlake (12 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,12,0,0,13,0,0,,,M,,17.5,14,Montlake CC Gym at Montlake Community Center,Activity Fee,MON Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66213
66214,72033,Girls Basketball - Montlake (13 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,13,0,0,14,0,0,,,M,,17.5,14,Montlake CC Gym at Montlake Community Center,Activity Fee,MON Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66214
66215,72034,Girls Basketball - Montlake (14-17 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,14,0,0,18,0,0,,,M,,17.5,14,Montlake CC Gym at Montlake Community Center,Activity Fee,MON Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66215
66085,71904,Girls Basketball - Northgate (10 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,4:30 PM,5:45 PM,10,0,0,11,0,0,,,M,,17.5,14,Northgate CC Main Gym - Large at Northgate Community Center,Activity Fee,NG Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66085
66285,72104,Girls Basketball - Northgate (11 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,4:30 PM,5:45 PM,11,0,0,12,0,0,,,M,,17.5,14,Northgate CC Main Gym - Large at Northgate Community Center,Activity Fee,NG Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66285
66286,72105,Girls Basketball - Northgate (12 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,4:30 PM,5:45 PM,12,0,0,13,0,0,,,M,,17.5,14,Northgate CC Main Gym - Large at Northgate Community Center,Activity Fee,NG Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66286
66287,72106,Girls Basketball - Northgate (13 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,8,12/2/2024,3/17/2025,4:30 PM,5:45 PM,13,0,0,14,0,0,,,M,,17.5,14,Northgate CC Main Gym - Large at Northgate Community Center,Activity Fee,NG Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66287
66288,72107,Girls Basketball - Northgate (14-17yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,4:30 PM,5:45 PM,14,0,0,18,0,0,,,M,,17.5,14,Northgate CC Main Gym - Large at Northgate Community Center,Activity Fee,NG Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66288
66477,72296,Girls Basketball - Queen Anne (10 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,8,12/2/2024,3/17/2025,4:30 PM,5:45 PM,10,0,0,11,0,0,,,M,,17.5,14,Queen Anne CC Gym at Queen Anne Community Center,Activity Fee,QA Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66477
66087,71906,Girls Basketball - Rainier (10 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,48,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,10,0,0,11,0,0,,,M,,17.5,14,Rainier CC Gym #1 at Rainier Community Center,Activity Fee,RAI Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66087
66897,72716,Girls Basketball - Rainier (11 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,48,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,11,0,0,12,0,0,,,M,,35,28,Rainier CC Gym #1 at Rainier Community Center,Activity Fee,RAI Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66897
66898,72717,Girls Basketball - Rainier (12 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,48,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,12,0,0,13,0,0,,,M,,35,28,Rainier CC Gym #1 at Rainier Community Center,Activity Fee,RAI Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66898
66899,72718,Girls Basketball - Rainier (13 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,48,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,13,0,0,14,0,0,,,M,,35,28,Rainier CC Gym #1 at Rainier Community Center,Activity Fee,RAI Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66899
66900,72719,Girls Basketball - Rainier (14-17 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,48,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,14,0,0,18,0,0,,,M,,35,28,Rainier CC Gym #1 at Rainier Community Center,Activity Fee,RAI Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66900
66088,71907,Girls Basketball - Rainier Beach (10 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,2,12/2/2024,3/17/2025,12:30 AM,1:45 AM,10,0,0,11,0,0,,,M,,17.5,14,Rainier Beach CC/Pool Gym at Rainier Beach Pool & Community Center,Activity Fee,RB Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66088
66309,72128,Girls Basketball - Rainier Beach (11 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,5,12/2/2024,3/17/2025,12:30 AM,1:45 AM,11,0,0,12,0,0,,,M,,17.5,14,Rainier Beach CC/Pool Gym at Rainier Beach Pool & Community Center,Activity Fee,RB Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66309
66310,72129,Girls Basketball - Rainier Beach (12 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,12,0,0,13,0,0,,,M,,17.5,14,Rainier Beach CC/Pool Gym at Rainier Beach Pool & Community Center,Activity Fee,RB Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66310
66311,72130,Girls Basketball - Rainier Beach (13 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,13,0,0,14,0,0,,,M,,17.5,14,Rainier Beach CC/Pool Gym at Rainier Beach Pool & Community Center,Activity Fee,RB Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66311
66312,72131,Girls Basketball - Rainier Beach (14-17 yrs),Winter 2025,Winter 2025: Term 1,League,Athletics - Leagues & Tournaments,,,10,12,0,12/2/2024,3/17/2025,12:30 AM,1:45 AM,14,0,0,18,0,0,,,M,,17.5,14,Rainier Beach CC/Pool Gym at Rainier Beach Pool & Community Center,Activity Fee,RB Sport Yth/Sr,130,0,Standard charge: $130.00,"Seattle Parks and Recreation's Youth Basketball League provides athletes the opportunity to learn and solidify basic skills and fundamentals of basketball including team play and sportsmanship. Teams are grouped by age and ability. All players are required to have a minimum amount of playing time in each game. Practices occur at the home community center or nearby gym; PRACTICE DAYS & TIMES TBA and vary depending on team/coach. Games occur at various Community Centers throughout the city. Games begin in early January and end in mid-March with the opportunity for post-season play for qualifying teams. Games are typically Saturdays for ages 10-12 and Sundays for ages 13-17. Registration, Concussion forms, Birth Certificate verification and payment must be completed to be registered. Players may sign up at their community center until January 18, 2025, or until teams are full; the last day to add a new player to an existing team is January 18, 2025.",http://apm.activecommunities.com/seattle/Activity_Search/66312
